Name,Standarlized Name,Academic Influence Ranking (Concentrated Influence),Washington Monthly Ranking,UnitID,8-year graduation rate,Graduation rate rank,"Predicted graduation rate based on % of Pell recipients, incoming SATs, etc.",Graduation rate performance rank,Pell/non-Pell graduation gap,Pell graduation gap rank,Number of Pell graduates,Actual vs. predicted Pell enrollment,Pell performance rank,Earnings 10 years after college entry,Predicted earnings,Earnings performance rank,"Net price of attendance for families below $75,000 income",Net price rank,"Research expenditures, in millions",Research expenditures rank,Bachelor's to PhD rank,AmeriCorps/Peace Corps rank,ROTC rank,Percent of federal work-study funds spent on service,Percent of federal work-study funds spent on service rank,Earns Carnegie Community Engagement Classification?,Voting engagement points,Percent of grads with service-oriented majors,Service-oriented majors rank,Social mobility rank,Research rank,Service rank,State abbreviation,Times Higher Education Ranking (2022) ,City,State,US News Ranking (with ties) ,us_news_displayRank,us_news_schoolType,us_news_aliasNames,us_news_city,us_news_region,us_news_institutionalControl,us_news_isTied,us_news_actAvg,us_news_percentReceivingAid,us_news_acceptanceRate,us_news_tuition,us_news_hsGpaAvg,us_news_enrollment,us_news_satAvg,us_news_costAfterAid,us_news_Setting,Degree Choices Ranking,DC_economic_score,DC_cost,DC_earnings,DC_graduation_rate,Pell Students,UNITID,OPEID,URL,Men Enroll,Women Enroll,White Enroll,Black Enroll,Hispanic Enroll,Asian Enroll,AI/AN Enroll,NH/PI Enroll,2+ Races Enroll,Non-Res Aliens Enroll,Race Unkn Enroll,HBCU,PBI,ANNHI,TRIBAL,AANAPII,HSI,NANTI,Avg Cost (4yr),Adm Rate,Comp Rate (100%),Pub/Priv Type
northern state university,northern state university,897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
northland college,northland college,690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
northwest florida state college,northwest florida state college,1146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
northwest missouri state university,northwest missouri state university,733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
northwest nazarene university,northwest nazarene university,1045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
northwest university,northwest university,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
northwestern college,northwestern college,557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
northwestern michigan college,northwestern michigan college,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
northwestern oklahoma state university,northwestern oklahoma state university,698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
northwestern state university,northwestern state university,968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
norwich university,norwich university,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
notre dame college,notre dame college,487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
notre dame de namur university,notre dame de namur university,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
notre dame of maryland university,notre dame of maryland university,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oakland city university,oakland city university,594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oakwood university,oakwood university,341,175,101912,50%,169,48%,67,-14%,166,111,-4%,132,39571,41940,132,23812,187,0.4,91,97,143,112,6%,124,NO,0,24%,13,179,98,122,al,,,,178,#178,national-liberal-arts-colleges,,Huntsville,,private,TRUE,,,72,20040,,1378,,,,,,,,,0.4906,101912,103300,https://www2.oakwood.edu/,0.4267,0.5733,0.0094,0.7438,0.0943,0.0007,0.0022,0,0.0232,0.1197,0.0065,1,0,0,0,0,0,0,38377,0.6804979253,0.3351,2
oberlin college,oberlin college,6,111,204501,87%,35,89%,141,1%,29,61,-12%,183,50202,62872,197,15676,81,1.6,46,15,62,112,13%,40,NO,0,0%,149,147,17,119,oh,41,Oberlin,Ohio,51,#51,national-liberal-arts-colleges,,Oberlin,,private,TRUE,30,38,35,64646,3.7,2986,1360,37245,,136,7.9,"$37,377","$58,343",86%,0.0921,204501,308600,www.oberlin.edu/,0.4086,0.5914,0.6149,0.0455,0.082,0.0516,0,0,0.0954,0.0985,0.0121,0,0,0,0,0,0,0,81502,0.3487258269,0.7165,2
occidental college,occidental college,46,41,120254,86%,36,90%,152,3%,16,103,5%,60,67872,72284,154,15393,75,2.8,26,46,48,93,21%,13,YES,0,0%,149,67,37,39,ca,33,Los Angeles,California,35,#35,national-liberal-arts-colleges,,Los Angeles,,private,TRUE,31,50,39,63446,3.7,1942,1360,35196,Urban,62,4,"$37,334","$75,951",83%,0.1717,120254,124900,https://www.oxy.edu/,0.4109,0.5891,0.4884,0.0398,0.1664,0.1349,0,0,0.1132,0.046,0.0114,0,0,0,0,0,0,0,77878,0.3939730373,0.7729,2
oglethorpe university,oglethorpe university,208,185,140696,49%,173,66%,195,-13%,161,64,3%,70,52681,52997,95,17212,105,0,122,146,107,88,3%,168,NO,0,0%,149,175,152,180,ga,,,,163,#163,national-liberal-arts-colleges,,Atlanta,,private,TRUE,22,,72,45806,,1491,1065,,,60,3.96,"$20,638","$55,232",51%,0.3838,140696,158600,oglethorpe.edu/,0.3752,0.6248,0.3724,0.2265,0.2286,0.04,0.0035,0.0007,0.0393,0.0687,0.0203,0,0,0,0,0,0,0,57647,0.7098721591,0.4683,2
ohio christian university,ohio christian university,1012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ohio dominican university,ohio dominican university,604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ohio northern university,ohio northern university,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ohio state university at lima,ohio state university at lima,847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ohio state university at mansfield,ohio state university at mansfield,701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ohio state university at marion,ohio state university at marion,949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ohio state university at newark,ohio state university at newark,940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ohio university – chillicothe,ohio university – chillicothe,1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ohio university eastern campus,ohio university eastern campus,920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ohio university southern campus,ohio university southern campus,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ohio wesleyan university,ohio wesleyan university,62,158,204909,67%,120,71%,153,-12%,152,91,-1%,106,51881,53598,122,21175,169,0.4,95,103,93,85,17%,25,NO,0,5%,91,163,106,110,oh,73,,,116,#116,national-liberal-arts-colleges,OWU,Delaware,,private,TRUE,23,,52,52297,3.7,1410,1123,,Suburban,123,6.73,"$25,814","$55,624",66%,0.2586,204909,310900,https://www.owu.edu/,0.4397,0.5603,0.7173,0.0692,0.055,0.0321,0.0007,0.0021,0.0457,0.0671,0.0107,0,0,0,0,0,0,0,64069,0.5217881292,0.5926,2
oklahoma baptist university,oklahoma baptist university,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oklahoma christian university,oklahoma christian university,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oklahoma panhandle state university,oklahoma panhandle state university,858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oklahoma state university institute of technology,oklahoma state university institute of technology,1187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oklahoma state university–oklahoma city,oklahoma state university–oklahoma city,1145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oklahoma wesleyan university,oklahoma wesleyan university,655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
olivet college,olivet college,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
olivet nazarene university,olivet nazarene university,749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
olympic college,olympic college,1130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oral roberts university,oral roberts university,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oregon institute of technology,oregon institute of technology,947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ottawa university,ottawa university,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ottawa university - kansas city,ottawa university - kansas city,1248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
otterbein university,otterbein university,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ouachita baptist university,ouachita baptist university,535,191,107512,63%,139,69%,169,-21%,192,71,-12%,181,45799,51863,168,17632,111,0.2,116,152,179,13,17%,26,NO,0,16%,26,192,154,112,ar,,,,178,#178,national-liberal-arts-colleges,,Arkadelphia,,private,TRUE,21,,72,32480,3.8,1730,1020,,Rural,126,6.89,"$23,086","$51,673",59%,0.2486,107512,110200,www.obu.edu/,0.4247,0.5753,0.8009,0.0643,0.0592,0.012,0.0032,0.0006,0.0384,0.0214,0,0,0,0,0,0,0,0,43878,0.7232186137,0.6174,2
pacific islands university,pacific islands university,1018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pacific lutheran university,pacific lutheran university,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pacific union college,pacific union college,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paine college,paine college,366,129,140720,20%,196,22%,126,1%,30,44,11%,21,32044,29607,58,12345,41,0,122,142,180,112,3%,159,NO,0,2%,127,77,151,189,ga,,,,-1,#186-204,national-liberal-arts-colleges,,Augusta,,private,FALSE,,,52,14596,,251,,,,,,,,,0.7095,140720,158700,www.paine.edu/,0.4348,0.5652,0.01,0.806,0.0368,0,0.01,0,0.0435,0.0569,0.0368,1,0,0,0,0,0,0,27632,0.515142338,0.0297,2
palm beach state college,palm beach state college,1178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
park university,park university,770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pasco–hernando state college,pasco–hernando state college,1189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
patrick henry college,patrick henry college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,va,,,,-2,Unranked,national-liberal-arts-colleges,,Purcellville,,private,FALSE,,,76,28425,3.8,409,,,Suburban,,,,,,0,451927,3951300,https://www.phc.edu/,0.5452,0.4548,0.6543,0.0053,0.0585,0.0824,0.0027,0.0027,0,0,0.1941,0,0,0,0,0,0,0,,0.7584745763,0.5882,2
paul quinn college,paul quinn college,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paul smith's college,paul smith's college,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peirce college,peirce college,548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peninsula college,peninsula college,1002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
penn state abington,penn state abington,965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
penn state altoona,penn state altoona,868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
penn state behrend,penn state behrend,954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
penn state berks,penn state berks,821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
penn state brandywine,penn state brandywine,1027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
penn state dubois,penn state dubois,596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
penn state fayette,penn state fayette,1030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
penn state greater allegheny,penn state greater allegheny,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
penn state harrisburg,penn state harrisburg,856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
penn state hazleton,penn state hazleton,644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
penn state lehigh valley,penn state lehigh valley,725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
penn state mont alto,penn state mont alto,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
penn state new kensington,penn state new kensington,748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
penn state schuylkill,penn state schuylkill,511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
penn state scranton,penn state scranton,1143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
penn state shenango,penn state shenango,978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
penn state york,penn state york,892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pennsylvania college of technology,pennsylvania college of technology,697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pensacola state college,pensacola state college,1141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peru state college,peru state college,713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pfeiffer university,pfeiffer university,462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
philander smith university,philander smith university,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piedmont university,piedmont university,870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pillar college,pillar college,,186,440794,33%,189,32%,84,-1%,58,41,-1%,112,35359,38887,145,19348,142,0,122,194,180,112,0%,187,NO,0,0%,142,159,194,195,nj,,,,-1,#186-204,national-liberal-arts-colleges,,Newark,,private,FALSE,,,,23668,,443,,,,,,,,,0.6829,440794,3666300,www.pillar.edu/,0.2381,0.7619,0.1931,0.172,0.5,0.0079,0.0026,0,0.0132,0.0979,0.0132,0,0,0,0,0,1,0,37989,,0.125,2
pittsburg state university,pittsburg state university,493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pittsburgh technical college,pittsburgh technical college,1025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitzer college,pitzer college,61,51,121257,85%,41,85%,101,3%,13,37,-6%,151,63232,71531,188,10169,26,0.3,97,82,9,71,6%,120,YES,6,1%,138,84,91,7,ca,29,Claremont,California,39,#39,national-liberal-arts-colleges,,Claremont,,private,TRUE,,34,18,62692,3.9,1212,,35103,Suburban,,,,,,0.107,121257,117200,https://www.pitzer.edu/,0.4092,0.5908,0.4868,0.0462,0.132,0.1205,0.005,0.005,0.0957,0.0718,0.0371,0,0,0,0,0,0,0,79558,0.184,0.7761,2
plaza college,plaza college,855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plymouth state university,plymouth state university,574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
point loma nazarene university,point loma nazarene university,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
point park university,point park university,427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
point university,point university,972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polk state college,polk state college,1162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pomona college,pomona college,24,9,121345,94%,5,93%,78,0%,42,68,12%,18,71727,78987,183,6727,8,2.7,30,7,21,90,6%,107,YES,4,0%,149,27,13,23,ca,3,Claremont,California,4,#4,national-liberal-arts-colleges,,Claremont,,private,TRUE,33,52,7,62326,,1791,1480,18694,,4,1.41,"$18,084","$77,779",94%,0.1852,121345,117300,www.pomona.edu/,0.4526,0.5474,0.3161,0.1006,0.1589,0.1736,0.0024,0.0047,0.0848,0.1201,0.0388,0,0,0,0,0,0,0,77810,0.07022313895,0.8732,2
pontifical catholic university of puerto rico arecibo campus,pontifical catholic university of puerto rico arecibo campus,1236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pontifical catholic university of puerto rico at mayagüez,pontifical catholic university of puerto rico at mayagüez,899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pontifical college josephinum,pontifical college josephinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oh,,,,-2,Unranked,national-liberal-arts-colleges,,Columbus,,private,FALSE,,,80,26763,,32,,,,,,,,,0.125,205027,311300,www.pcj.edu/,1,0,0.7941,0.0588,0.0882,0,0,0,0,0.0588,0,0,0,0,0,0,0,0,,0.875,0.3077,2
post university,post university,1140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potomac state college of west virginia university,potomac state college of west virginia university,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prairie view a&m university,prairie view a&m university,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
presbyterian college,presbyterian college,240,151,218539,67%,122,61%,28,-9%,134,54,-14%,190,50335,53353,141,18307,125,0,122,141,101,3,8%,88,NO,0,25%,10,157,149,75,sc,,,,139,#139,national-liberal-arts-colleges,,Clinton,,private,TRUE,21,,59,43300,3.3,955,1020,,,54,3.8,"$21,157","$60,194",64%,0.3031,218539,344500,https://www.presby.edu/,0.5017,0.4983,0.6431,0.1961,0.0604,0.0091,0,0.0034,0.0468,0.0399,0.0011,0,0,0,0,0,0,0,55950,0.5938720336,0.5261,2
prescott college,prescott college,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
principia college,principia college,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,il,,,,51,#51,national-liberal-arts-colleges,,Elsah,,private,TRUE,16,81,48,33280,3.3,314,1027,17954,Rural,,,,,,0,148016,174400,www.principiacollege.edu/,0.5949,0.4051,0.4462,0.0316,0.057,0.0158,0,0.0032,0.0253,0.3892,0.0316,0,0,0,0,0,0,0,,0.4784688995,0.5982,2
providence christian college,providence christian college,983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca,,,,-1,#186-204,national-liberal-arts-colleges,,Pasadena,,private,FALSE,,,83,33884,,123,,,,,,,,,0.3821,455770,4153900,www.providencecc.edu/,0.5735,0.4265,0.4559,0.0221,0.4191,0.0221,0.0074,0,0.0588,0,0.0147,0,0,0,0,0,1,0,50947,0.8712121212,0.2373,2
providence college,providence college,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ri,80,Providence,Rhode Island,,,,,,,,,,,,,,,,,,,,,,,0.1391,217402,340600,www.providence.edu/,0.4592,0.5408,0.7701,0.0354,0.0955,0.0159,0.0003,0.0013,0.0285,0.0182,0.0349,0,0,0,0,0,0,0,73779,0.5278102255,0.8305,2
provo college,provo college,573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pueblo community college,pueblo community college,1168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
purchase college--suny,purchase college--suny,251,107,196219,67%,119,69%,131,-5%,92,313,1%,82,45115,48930,150,16174,90,0,122,174,160,112,9%,64,NO,1,0%,149,49,176,176,ny,,,,139,#139,national-liberal-arts-colleges,Purchase College SUNY Purchase College SUNY,Purchase,,public,TRUE,29,,78,18863,3.4,3145,1190,,Suburban,148,11.92,"$19,598","$45,092",66%,,,,,,,,,,,,,,,,,,,,,,,,,,
purdue global,purdue global,1166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
purdue university northwest,purdue university northwest,1114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
